BioProject	id	Heterogeneous.Selection	Homogeneous.Selection	Dispersal.Limitation	Homogenizing.Dispersal	Drift.and.Others
PRJNA546006	SRR9206809	0.0023342	0.344855359	0.223912138	0.010967734	0.41793057
PRJNA546006	SRR9206810	0.011620854	0.210460304	0.150052404	0.009334967	0.618531472
PRJNA546006	SRR9206814	0.033788899	0.295089919	0.201532661	0.014150324	0.455438197
PRJNA546006	SRR9206821	0.007821163	0.210542962	0.330398479	0.009899738	0.441337657
PRJNA546006	SRR9206829	0.027588087	0.286615678	0.174905368	0.009535287	0.501355579
PRJNA546006	SRR9206833	0.006607306	0.13327937	0.046264323	0.001241751	0.81260725
PRJNA556207	SRR9735350	0.014574998	0.376380791	0.428435471	0.054998851	0.125609889
PRJNA556207	SRR9735351	0	0.276400989	0.153597838	0.08827704	0.481724133
PRJNA556207	SRR9735352	0.006759454	0.379495946	0.036541824	0.028669343	0.548533434
PRJNA556207	SRR9735353	0.015683623	0.253916421	0.041537724	0.017041255	0.671820977
PRJNA556207	SRR9735354	0.007011548	0.362084309	0.029100857	0.01935983	0.582443456
PRJNA556207	SRR9735355	0.005370893	0.379057788	0.014915857	0.000635289	0.600020172
PRJNA556207	SRR9735356	0.011260196	0.26193104	0.049353129	0.015170932	0.662284703
PRJNA556207	SRR9735357	0.005358949	0.410705787	0.061391466	0.025610342	0.496933456
PRJNA556207	SRR9735358	0.006669091	0.40466378	0.037064843	0.006907006	0.54469528
PRJNA556207	SRR9735359	0.00346382	0.255629415	0.008115059	0.004849676	0.72794203
PRJNA556207	SRR9735360	0.000210502	0.303400616	0.034220694	0.017317528	0.644850661
PRJNA556207	SRR9735361	0.006306573	0.307764891	0.048851758	0.012099283	0.624977494
PRJNA556207	SRR9735362	0.023018152	0.161394149	0.157763054	0.006783944	0.651040701
PRJNA556207	SRR9735363	0.010780331	0.395578404	0.137502097	0.013002653	0.443136515
PRJNA556207	SRR9735364	0.007565805	0.389124655	0.128444554	0.040768675	0.434096311
PRJNA556207	SRR9735365	0.018078207	0.18404312	0.184477798	0.046760232	0.566640643
PRJNA556207	SRR9735366	0.024874784	0.467221706	0.160915993	0.018210617	0.3287769
PRJNA556207	SRR9735367	0.016622355	0.264369435	0.209474257	0.038765319	0.470768634
PRJNA556207	SRR9735368	0.014852207	0.397110563	0.178088873	0.056819248	0.353129109
PRJNA556207	SRR9735369	0.009233537	0.209525615	0.205832772	0.031283034	0.544125043
PRJNA556207	SRR9735370	0.015755795	0.451333549	0.141297858	0.01133007	0.380282727
PRJNA556207	SRR9735371	0.027422812	0.256455685	0.217789218	0.039047571	0.459284714
PRJNA556207	SRR9735372	0.02477001	0.303138009	0.206706076	0.056269743	0.409116162
PRJNA564811	SRR10097730	0.02658546	0.171737408	0.801677131	0	0
PRJNA564811	SRR10097731	0.011673906	0.140680738	0.847645356	0	0
PRJNA564811	SRR10097732	0.001438936	0.122418791	0.876142273	0	0
PRJNA564811	SRR10097733	0.011067929	0.039481165	0.949450906	0	0
PRJNA564811	SRR10097734	0.013319847	0.186943403	0.79973675	0	0
PRJNA564811	SRR10097735	0.000920629	0.214063132	0.785016238	0	0
PRJNA564811	SRR10097736	0.01154954	0.045328947	0.94306507	0	5.64429643844895e-05
PRJNA564811	SRR10097737	0.015942646	0.04761067	0.936330333	0	0.000116351
PRJNA564811	SRR10097738	0.007427768	0.07427775	0.914409152	0	0.003885329
PRJNA564811	SRR10097739	0.012332902	0.109628526	0.878038572	0	0
PRJNA564811	SRR10097742	0.013574745	0.115357951	0.871067304	0	0
PRJNA564811	SRR10097743	0.010205944	0.072803599	0.916990457	0	0
PRJNA564811	SRR10097744	0.016292874	0.089963503	0.893743624	0	0
PRJNA564811	SRR10097745	0.016010152	0.102811092	0.881178756	0	0
PRJNA564811	SRR10097746	0.031537345	0.097954969	0.870507687	0	0
PRJNA564811	SRR10097747	0.008957041	0.12973561	0.861307348	0	0
PRJNA564811	SRR10097749	0.009854642	0.098777541	0.891367818	0	0
PRJNA564811	SRR10097750	0.01228921	0.103544861	0.88416593	0	0
PRJNA564811	SRR10097751	0.011242173	0.126260856	0.862496971	0	0
PRJNA564811	SRR10097752	0.00564356	0.12549283	0.86886361	0	0
PRJNA564811	SRR10097753	0.009355135	0.18346412	0.807180745	0	0
PRJNA564811	SRR10097754	0.022210232	0.139711151	0.838078617	0	0
PRJNA564811	SRR10097756	0.003503055	0.14186112	0.854635825	0	0
PRJNA564811	SRR10097757	0.007887813	0.076759619	0.915352568	0	0
PRJNA564811	SRR10097758	0.002907036	0.101826782	0.895266182	0	0
PRJNA564811	SRR10097759	0.02779269	0.062026804	0.910180506	0	0
PRJNA564811	SRR10097760	0.020114672	0.064589617	0.91529571	0	0
PRJNA564811	SRR10097761	0.010207302	0.075112976	0.914679722	0	0
PRJNA564811	SRR10097762	0.005663335	0.103667702	0.890668962	0	0
PRJNA564811	SRR10097763	0.003319899	0.11590157	0.880778531	0	0
PRJNA564811	SRR10097765	0.028755174	0.062675946	0.90856888	0	0
PRJNA564811	SRR10097766	0.010635892	0.088749351	0.899973329	0	0.000641428
PRJNA564811	SRR10097767	0.007671536	0.149260792	0.843067672	0	0
PRJNA564811	SRR10097768	0.078750008	0.080482502	0.840767491	0	0
PRJNA564811	SRR10097770	0.019582205	0.090928863	0.889488932	0	0
PRJNA564811	SRR10097771	0.014214181	0.072159973	0.913625847	0	0
PRJNA564811	SRR10097772	0.009878762	0.188445192	0.79802572	0	0.003650326
PRJNA564811	SRR10097773	0.01489321	0.110383136	0.874723654	0	0
PRJNA564811	SRR10097774	0.011197135	0.24563087	0.743171994	0	0
PRJNA564811	SRR10097775	0.016515185	0.228793908	0.754690908	0	0
PRJNA564811	SRR10097776	0.005921013	0.159515932	0.834563056	0	0
PRJNA564811	SRR10097777	0.039266446	0.152070737	0.807214911	0	0.001447906
PRJNA564811	SRR10097778	0.010434857	0.107630771	0.881934372	0	0
PRJNA564811	SRR10097779	0.00598039	0.120426207	0.873593403	0	0
PRJNA564811	SRR10097780	0.008788623	0.143546492	0.847664885	0	0
PRJNA564811	SRR10097781	0.037839665	0.168549846	0.793188694	0	0.000421795
PRJNA564811	SRR10097782	0.013910622	0.163826975	0.821295778	0	0.000966625
PRJNA564811	SRR10097784	0.013457003	0.086738089	0.899804907	0	0
PRJNA564811	SRR10097785	0.027065448	0.106043268	0.86675832	0	0.000132964
PRJNA564811	SRR10097786	0.032779916	0.138252574	0.828398689	0	0.000568821
PRJNA564811	SRR10097787	0.039877227	0.125680582	0.834009196	0	0.000432994
PRJNA564811	SRR10097788	0.014945982	0.09858036	0.885724665	0	0.000748993
PRJNA564811	SRR10097789	0.011846459	0.092757554	0.894615887	0	0.0007801
PRJNA564811	SRR10097790	0.01080753	0.077694404	0.911498066	0	0
PRJNA564811	SRR10097791	0.026525791	0.074951886	0.897568595	0	0.000953727
PRJNA564811	SRR10097793	0.016245569	0.15405604	0.829698391	0	0
PRJNA564811	SRR10097794	0.011158157	0.114295427	0.874546416	0	0
PRJNA564811	SRR10097795	0.007717202	0.084109038	0.90817376	0	0
PRJNA564811	SRR10097796	0.01199297	0.090006257	0.898000773	0	0
PRJNA564811	SRR10097798	0.011615938	0.059158912	0.929225149	0	0
PRJNA564811	SRR10097799	0.010943361	0.052596032	0.936460607	0	0
PRJNA564811	SRR10097800	0.002519697	0.098244716	0.899235587	0	0
PRJNA564811	SRR10097801	0.013841866	0.162736824	0.818010063	0	0.005411247
PRJNA564811	SRR10097802	0.031395085	0.051491191	0.917107552	0	6.17344922955354e-06
PRJNA564811	SRR10097803	0.029479838	0.194514067	0.774067087	0	0.001939008
PRJNA564811	SRR10097804	0.030377585	0.048723408	0.918025617	0	0.00287339
PRJNA564811	SRR10097805	0.007743383	0.161731979	0.829091365	0	0.001433274
PRJNA564811	SRR10097806	0.012494574	0.161029898	0.821875545	0	0.004599983
PRJNA564811	SRR10097807	0.015054541	0.088287595	0.895548571	0	0.001109292
PRJNA564811	SRR10097808	0.011138862	0.067668265	0.919854196	0	0.001338677
PRJNA564811	SRR10097809	0.022071756	0.120274453	0.857448246	0	0.000205544
PRJNA564811	SRR10097810	0.022641295	0.118147788	0.859052821	0	0.000158096
PRJNA564811	SRR10097811	0.019129482	0.096326695	0.88440435	0	0.000139472
PRJNA564811	SRR10097812	0.021334756	0.106157802	0.872184322	0	0.000323119
PRJNA564811	SRR10097813	0.025413779	0.089726132	0.884844646	0	1.5442906139453e-05
PRJNA564811	SRR10097814	0.027247426	0.102851476	0.869887328	0	1.37710593905945e-05
PRJNA564811	SRR10097815	0.009861986	0.097953295	0.892107666	0	7.70525154540282e-05
PRJNA564811	SRR10097816	0.011448132	0.147557563	0.840919507	0	7.47984733094627e-05
PRJNA564811	SRR10097817	0.007203651	0.074020828	0.918630818	0	0.000144703
PRJNA564811	SRR10097818	0.011765248	0.091353156	0.896766185	0	0.000115411
PRJNA564811	SRR10097819	0.023929657	0.113360859	0.862026122	0	0.000683362
PRJNA564811	SRR10097820	0.010338185	0.129331478	0.860209312	0	0.000121025
PRJNA564811	SRR10097821	0.017939601	0.089116651	0.892730779	0	0.000212969
PRJNA564811	SRR10097822	0.044526315	0.189764664	0.765676309	0	3.27121020118078e-05
PRJNA564811	SRR10097823	0.008903717	0.159093347	0.831948921	0	5.40140619245131e-05
PRJNA564811	SRR10097824	0.033776468	0.119191336	0.846713716	0	0.00031848
PRJNA564811	SRR10097825	0.023624622	0.151410533	0.824705712	0	0.000259133
PRJNA564811	SRR10097827	0.006570729	0.082206795	0.910988274	0	0.000234202
PRJNA564811	SRR10097828	0.022459731	0.137463814	0.839285585	0	0.00079087
PRJNA564811	SRR10097829	0.020714237	0.097608481	0.881652638	0	2.46435822981027e-05
PRJNA564811	SRR10097830	0.01852288	0.092063459	0.888824017	0	0.000589644
PRJNA564811	SRR10097831	0.008406963	0.119035862	0.871994624	0	0.000562551
PRJNA564811	SRR10097832	0.017277654	0.10638933	0.875409125	0	0.000923892
PRJNA564811	SRR10097833	0.013396016	0.119022064	0.867348893	0	0.000233027
PRJNA564811	SRR10097834	0.040177149	0.086487135	0.873206003	0	0.000129713
PRJNA564811	SRR10097835	0.022079789	0.078189288	0.899573337	0	0.000157585
PRJNA564811	SRR10097836	0.020515754	0.095611834	0.882322105	0	0.001550306
PRJNA564811	SRR10097837	0.059025943	0.10283556	0.835693708	0	0.002444789
PRJNA564811	SRR10097838	0.01412235	0.105962047	0.879914606	0	9.9760375577862e-07
PRJNA564811	SRR10097839	0.011565489	0.096056137	0.891733751	0	0.000644623
PRJNA564811	SRR10097840	0.021258393	0.156517149	0.821955761	0	0.000268697
PRJNA564811	SRR10097841	0.009964791	0.195525486	0.794358771	0	0.000150952
PRJNA564811	SRR10097842	0.027766452	0.102976045	0.868995458	0	0.000262045
PRJNA564811	SRR10097843	0.025939074	0.14205445	0.831808833	0	0.000197643
PRJNA564811	SRR10097844	0.038664401	0.096187196	0.864311423	0	0.00083698
PRJNA564811	SRR10097845	0.021184081	0.105467688	0.872605175	0	0.000743056
PRJNA564811	SRR10097846	0.011741688	0.117314368	0.870915578	0	2.83656677631411e-05
PRJNA564811	SRR10097847	0.010378517	0.061717651	0.927737194	0	0.000166638
PRJNA564811	SRR10097848	0.016070801	0.067651554	0.916174002	0	0.000103643
PRJNA564811	SRR10097849	0.016943695	0.099287518	0.883721334	0	4.74535178072606e-05
PRJNA564811	SRR10097850	0.011078502	0.133738174	0.855183324	0	0
PRJNA564811	SRR10097851	0.016606472	0.051281881	0.931799824	0	0.000311823
PRJNA564811	SRR10097852	0.024639916	0.053528889	0.92163088	0	0.000200315
PRJNA564811	SRR10097853	0.018035665	0.071228289	0.909425516	0	0.001310531
PRJNA564811	SRR10097854	0.036788566	0.164115994	0.79888073	0	0.00021471
PRJNA564811	SRR10097855	0.045705569	0.126188052	0.827098708	0	0.001007671
PRJNA564811	SRR10097856	0.015733369	0.077373263	0.905060925	0	0.001832444
PRJNA564811	SRR10097857	0.007080861	0.142452286	0.850237321	0	0.000229531
PRJNA564811	SRR10097858	0.020733852	0.120156085	0.859013676	0	9.63863374123925e-05
PRJNA564811	SRR10097859	0.012792286	0.115220658	0.871842709	0	0.000144348
PRJNA564811	SRR10097860	0.007318985	0.093522611	0.899062462	0	9.59419209225557e-05
PRJNA564811	SRR10097861	0.026886109	0.135393881	0.833658282	0	0.004061728
PRJNA564811	SRR10097862	0.009683955	0.122703726	0.867612319	0	0
PRJNA564811	SRR10097863	0.036989039	0.139244724	0.823241247	0	0.000524991
PRJNA564811	SRR10097864	0.036513604	0.171951988	0.791302392	0	0.000232016
PRJNA564811	SRR10097866	0.024189535	0.118537813	0.857272652	0	0
PRJNA564811	SRR10097867	0.008434347	0.124356993	0.867199399	0	9.26121911860624e-06
PRJNA564811	SRR10097868	0.015005595	0.139044288	0.8458332	0	0.000116918
PRJNA564811	SRR10097869	0.013522588	0.135614998	0.850840478	0	2.1936943763041e-05
PRJNA564811	SRR10097870	0.00543845	0.105417542	0.889144008	0	0
PRJNA564811	SRR10097871	0.006325279	0.124004553	0.869670168	0	0
PRJNA564811	SRR10097872	0.007926004	0.136669036	0.854891114	0	0.000513846
PRJNA564811	SRR10097873	0.012468289	0.16144662	0.823856788	0	0.002228302
PRJNA564811	SRR10097874	0.01952541	0.136740459	0.843619814	0	0.000114317
PRJNA564811	SRR10097875	0.016904312	0.116245995	0.866651224	0	0.000198469
PRJNA564811	SRR10097876	0.036841762	0.151439542	0.811525788	0	0.000192909
PRJNA564811	SRR10097878	0.013903612	0.07733619	0.90843557	0	0.000324628
PRJNA564811	SRR10097879	0.018831137	0.106627895	0.873264567	0	0.001276402
PRJNA564811	SRR10097880	0.016364468	0.082418709	0.900968915	0	0.000247907
PRJNA564811	SRR10097881	0.017505018	0.067934463	0.914433554	0	0.000126965
PRJNA564811	SRR10097882	0.026660335	0.101475407	0.871864257	0	0
PRJNA564811	SRR10097883	0.010549064	0.113561135	0.875662615	0	0.000227185
PRJNA564811	SRR10097884	0.00796517	0.127125807	0.863900478	0	0.001008544
PRJNA564811	SRR10097885	0.013532875	0.137912315	0.848115993	0	0.000438817
PRJNA564811	SRR10097886	0.059208879	0.199039127	0.741674868	0	7.71250945301928e-05
PRJNA564811	SRR10097888	0.059260097	0.226358984	0.713685335	0	0.000695584
PRJNA564811	SRR10097889	0.012366362	0.113051665	0.872469275	0	0.002112697
PRJNA564811	SRR10097890	0.023614949	0.125307404	0.84598864	0	0.005089007
PRJNA564811	SRR10097891	0.021033107	0.052776349	0.925954565	0	0.000235979
PRJNA564811	SRR10097892	0.01397316	0.048365002	0.937381441	0	0.000280397
PRJNA564811	SRR10097893	0.025622515	0.11432552	0.85973904	0	0.000312925
PRJNA564811	SRR10097894	0.032149177	0.112163967	0.853734665	0	0.001952191
PRJNA564811	SRR10097895	0.025367282	0.170454778	0.781967131	0	0.022210809
PRJNA564811	SRR10097896	0.021768839	0.133880483	0.830353023	0	0.013997655
PRJNA564811	SRR10097897	0.022562913	0.182638662	0.787123875	0	0.007674551
PRJNA564811	SRR10097899	0.016505926	0.099754951	0.88091712	0	0.002822003
PRJNA564811	SRR10097900	0.022568261	0.168951943	0.805534582	0	0.002945214
PRJNA564811	SRR10097902	0.010621324	0.203215685	0.774319725	0	0.011843266
PRJNA564811	SRR10097904	0.025658007	0.13905804	0.817625996	0	0.017657957
PRJNA564811	SRR10097905	0.011584628	0.086309046	0.901150336	0	0.000955989
PRJNA564811	SRR10097906	0.010811792	0.180742009	0.790060171	0	0.018386029
PRJNA564811	SRR10097907	0.016981586	0.150836219	0.829883312	0	0.002298883
PRJNA564811	SRR10097908	0.022907311	0.169589455	0.806311215	0	0.001192018
PRJNA564811	SRR10097909	0.052542925	0.120540111	0.826441454	0	0.00047551
PRJNA564811	SRR10097910	0.012711577	0.137995195	0.848942702	0	0.000350526
PRJNA564811	SRR10097911	0.008940081	0.135560347	0.853843504	0	0.001656068
PRJNA564811	SRR10097912	0.012945207	0.12498873	0.860480566	0	0.001585497
PRJNA564811	SRR10097913	0.018500999	0.161354941	0.81927639	0	0.00086767
PRJNA564811	SRR10097914	0.043426623	0.20542251	0.749675382	0	0.001475486
PRJNA564811	SRR10097915	0.05161662	0.186488801	0.76027635	0	0.001618229
PRJNA564811	SRR10097916	0.012698075	0.093042319	0.893332362	0	0.000927244
PRJNA564811	SRR10097917	0.034676216	0.164928	0.797499815	0	0.00289597
PRJNA564811	SRR10097918	0.039821296	0.164600242	0.794481385	0	0.001097077
PRJNA564811	SRR10097920	0.071929677	0.08477791	0.841832156	0	0.001460257
PRJNA564811	SRR10097921	0.062765104	0.119123457	0.816735145	0	0.001376294
PRJNA564811	SRR10097922	0.018459867	0.100456703	0.88052451	0	0.000558919
PRJNA564811	SRR10097923	0.0200942	0.127890648	0.85147451	0	0.000540642
PRJNA564811	SRR10097924	0.019739791	0.162898279	0.816439521	0	0.000922408
PRJNA564811	SRR10097925	0.01533657	0.155452536	0.828466745	0	0.000744149
PRJNA564811	SRR10097926	0.028470093	0.091801613	0.878332676	0	0.001395618
PRJNA564811	SRR10097927	0.023329517	0.124153456	0.850889313	0	0.001627715
PRJNA564811	SRR10097928	0.048836729	0.162224554	0.788223628	0	0.000715088
PRJNA564811	SRR10097929	0.028024406	0.109248619	0.861726809	0	0.001000165
PRJNA564811	SRR10097930	0.015753043	0.15048296	0.833409231	0	0.000354766
PRJNA564811	SRR10097931	0.013501324	0.088308901	0.896773138	0	0.001416636
PRJNA564811	SRR10097932	0.020510541	0.065289994	0.913852806	0	0.000346659
PRJNA564811	SRR10097933	0.013164672	0.131092211	0.855608544	0	0.000134573
PRJNA564811	SRR10097935	0.012462082	0.088258114	0.899080101	0	0.000199704
PRJNA564811	SRR10097936	0.013483808	0.085918259	0.900346041	0	0.000251891
PRJNA564811	SRR10097937	0.011785799	0.108038949	0.879969006	0	0.000206246
PRJNA564811	SRR10097938	0.044835001	0.176054718	0.777582839	0	0.001527442
PRJNA564811	SRR10097939	0.027722094	0.165581126	0.805532494	0	0.001164286
PRJNA564811	SRR10097940	0.036653777	0.146613988	0.815044008	0	0.001688227
PRJNA564811	SRR10097941	0.032957953	0.126901467	0.838978456	0	0.001162125
PRJNA564811	SRR10097942	0.015911128	0.085161488	0.898302291	0	0.000625092
PRJNA564811	SRR10097943	0.013674333	0.053687096	0.932039341	0	0.00059923
PRJNA564811	SRR10097945	0.022433499	0.156946376	0.820294148	0	0.000325976
PRJNA564811	SRR10097946	0.028414505	0.215405115	0.755752304	0	0.000428076
PRJNA564811	SRR10097947	0.013976132	0.176149566	0.808746369	0	0.001127934
PRJNA564811	SRR10097948	0.014968297	0.151217827	0.833511999	0	0.000301878
PRJNA564811	SRR10097949	0.022928531	0.14279517	0.83416809	0	0.000108209
PRJNA564811	SRR10097950	0.010490634	0.106602029	0.881493122	0	0.001414215
PRJNA564811	SRR10097951	0.014600399	0.081851719	0.901807439	0	0.001740443
PRJNA564811	SRR10097952	0.026762814	0.132644445	0.840222776	0	0.000369965
PRJNA564811	SRR10097953	0.012301705	0.124776833	0.862193184	0	0.000728277
PRJNA564811	SRR10097954	0.019372187	0.072184202	0.90751245	0	0.000931161
PRJNA564811	SRR10097955	0.014442439	0.093250065	0.891588161	0	0.000719334
PRJNA564811	SRR10097956	0.011003862	0.151580518	0.83734849	0	6.71300638919086e-05
PRJNA564811	SRR10097957	0.038428096	0.143899924	0.816697063	0	0.000974916
PRJNA564811	SRR10097958	0.036927194	0.140729596	0.821709422	0	0.000633788
PRJNA632607	SRR11786049	0.009845233	0.216794685	0.407752445	0	0.365607637
PRJNA632607	SRR11786050	0	0.235361843	0.096896397	0.005434736	0.662307025
PRJNA632607	SRR11786051	0	0.384694466	0.076734242	0	0.538571292
PRJNA632607	SRR11786052	0.006023268	0.113783101	0.2952797	0	0.584913932
PRJNA632607	SRR11786053	0.013220616	0.12729174	0.085971908	0.003769117	0.76974662
PRJNA632607	SRR11786054	0	0.164748582	0.169952806	0.00555166	0.659746952
PRJNA632607	SRR11786055	0	0.176527526	0.192660478	0.003338975	0.627473022
PRJNA632607	SRR11786056	0.002239658	0.30609812	0.100553131	0.001142262	0.589966829
PRJNA632607	SRR11786057	0	0.179324415	0.134250994	0.005421722	0.681002869
PRJNA632607	SRR11786058	0.002963892	0.156376576	0.164302824	0.001483912	0.674872796
PRJNA632607	SRR11786059	0.005639045	0.22186892	0.162708942	0.008063805	0.601719287
PRJNA632607	SRR11786060	0.00442563	0.170777457	0.128681377	0	0.696115536
PRJNA632607	SRR11786061	0.009578923	0.180203938	0.196442829	0.022253374	0.591520936
PRJNA632607	SRR11786062	0.003966831	0.174930248	0.131752509	0.01409687	0.675253542
PRJNA632607	SRR11786063	0	0.116016313	0.176471902	0.016863264	0.690648521
